City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Dakar,SN,14.6937,-17.4441,86.13,74,75,13.8,broken clouds
1,Tuktoyaktuk,CA,69.4541,-133.0374,42.8,81,100,14.97,overcast clouds
2,Dikson,RU,73.5069,80.5464,42.55,95,99,9.86,overcast clouds
3,Avera,US,33.194,-82.5271,82.45,64,100,4.21,overcast clouds
4,Mar Del Plata,AR,-38.0023,-57.5575,54.09,84,100,13.8,overcast clouds
5,Puerto Ayora,EC,-0.7393,-90.3518,75.16,91,95,5.01,overcast clouds
6,Ponta Do Sol,PT,32.6667,-17.1,88.43,64,100,3.98,overcast clouds
7,Margate,GB,51.3813,1.3862,73.87,68,94,4.0,overcast clouds
8,Kavieng,PG,-2.5744,150.7967,80.65,77,41,10.18,light rain
9,Mataura,NZ,-46.1927,168.8643,48.47,99,100,2.84,overcast clouds
10,Halifax,CA,44.6453,-63.5724,85.89,60,1,11.5,clear sky
11,Eldorado,BR,-23.7869,-54.2836,71.56,58,2,7.27,clear sky
12,Harper,LR,4.375,-7.7169,77.88,75,41,9.24,scattered clouds
13,Castro,BR,-24.7911,-50.0119,61.79,67,59,4.79,broken clouds
14,Karratha,AU,-20.7377,116.8463,69.44,39,0,8.01,clear sky
15,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,60,93,13.15,overcast clouds
16,Noumea,NC,-22.2763,166.4572,72.0,99,100,12.19,overcast clouds
17,Hermanus,ZA,-34.4187,19.2345,55.8,83,0,12.68,clear sky
18,Vavatenina,MG,-17.4667,49.2,63.12,99,8,1.59,clear sky
19,Mgandu,TZ,-5.95,34.1333,73.08,39,72,11.36,broken clouds
20,Karaton,ID,-6.3424,106.1045,72.7,95,100,1.48,overcast clouds
21,Bani Walid,LY,31.7566,13.9942,81.79,39,0,15.23,clear sky
22,Aljezur,PT,37.3191,-8.8033,72.21,68,3,15.64,clear sky
23,Busselton,AU,-33.65,115.3333,49.28,72,19,10.6,few clouds
24,Half Moon Bay,US,37.4636,-122.4286,77.05,74,100,17.27,overcast clouds
25,Dwarka,IN,22.2394,68.9678,81.75,81,100,17.65,overcast clouds
26,Progreso,MX,21.2833,-89.6667,87.91,65,17,13.94,few clouds
27,Smithers,CA,54.7804,-127.1743,62.92,59,0,2.3,clear sky
28,Lagdo,CM,9.05,13.7333,71.44,96,100,1.43,light rain
29,Pilani,IN,28.3684,75.6041,87.12,60,86,3.56,overcast clouds
30,Port Alfred,ZA,-33.5906,26.891,57.18,66,0,0.98,clear sky
31,Bluff,NZ,-46.6,168.3333,48.79,82,98,4.47,overcast clouds
32,Makinsk,KZ,52.6292,70.4169,53.13,94,100,9.17,overcast clouds
33,Punta Arenas,CL,-53.15,-70.9167,50.11,53,75,13.8,broken clouds
34,Havoysund,NO,70.9963,24.6622,64.63,88,100,10.96,overcast clouds
35,Cidreira,BR,-30.1811,-50.2056,61.43,64,2,7.94,clear sky
36,Vila Velha,BR,-20.3297,-40.2925,75.15,68,0,20.71,clear sky
37,Eureka,US,40.8021,-124.1637,64.26,87,11,3.0,few clouds
38,Sisimiut,GL,66.9395,-53.6735,43.56,73,94,10.04,overcast clouds
39,Atuona,PF,-9.8,-139.0333,76.3,69,81,17.02,broken clouds
40,Jamestown,US,42.097,-79.2353,78.39,80,75,8.05,broken clouds
41,Korla,CN,41.7597,86.1469,73.36,25,91,19.62,overcast clouds
42,Maningrida,AU,-12.0667,134.2667,62.01,92,2,8.57,clear sky
43,Constantine,DZ,36.365,6.6147,87.21,28,0,11.5,clear sky
44,Muroto,JP,33.2833,134.15,81.37,86,1,9.98,clear sky
45,Esperance,AU,-33.8667,121.9,53.19,70,97,21.72,overcast clouds
46,Laguna,US,38.421,-121.4238,92.01,47,0,11.5,clear sky
47,Faanui,PF,-16.4833,-151.75,78.26,71,72,19.51,broken clouds
48,Bredasdorp,ZA,-34.5322,20.0403,49.06,92,0,7.05,clear sky
49,Huejuquilla El Alto,MX,22.6,-103.8667,74.16,56,71,2.71,broken clouds
50,Victoria,HK,22.2855,114.1577,85.32,84,97,4.0,overcast clouds
51,Barrow,US,71.2906,-156.7887,34.03,69,100,14.43,overcast clouds
52,Ushuaia,AR,-54.8,-68.3,46.06,71,75,9.22,broken clouds
53,Hilo,US,19.7297,-155.09,79.61,78,40,4.61,scattered clouds
54,Acapulco,MX,16.8634,-99.8901,85.82,58,100,3.44,overcast clouds
55,Arraial Do Cabo,BR,-22.9661,-42.0278,71.56,60,20,11.5,few clouds
56,Butaritari,KI,3.0707,172.7902,81.23,76,72,13.15,broken clouds
57,Ribeira Grande,PT,38.5167,-28.7,73.8,78,75,1.14,broken clouds
58,Albany,US,42.6001,-73.9662,87.64,50,100,4.0,overcast clouds
59,Norman Wells,CA,65.282,-126.8329,57.24,72,75,5.75,broken clouds
60,Antofagasta,CL,-23.65,-70.4,58.28,65,42,6.51,scattered clouds
61,Cape Town,ZA,-33.9258,18.4232,57.09,70,0,8.05,clear sky
62,Upernavik,GL,72.7868,-56.1549,41.05,82,48,11.5,scattered clouds
63,Mundo Nuevo,MX,18.7,-95.5,85.19,71,11,5.32,few clouds
64,Saint-Philippe,RE,-21.3585,55.7679,69.39,67,19,5.19,few clouds
65,Kaitangata,NZ,-46.2817,169.8464,46.65,95,100,3.8,overcast clouds
66,Hobyo,SO,5.3505,48.5268,76.8,83,86,27.2,overcast clouds
67,Rikitea,PF,-23.1203,-134.9692,71.51,74,97,16.2,overcast clouds
68,Tasiilaq,GL,65.6145,-37.6368,44.76,95,100,2.33,overcast clouds
69,Cabo San Lucas,MX,22.8909,-109.9124,92.61,63,20,9.22,few clouds
70,New Norfolk,AU,-42.7826,147.0587,55.92,76,100,1.01,overcast clouds
71,East London,ZA,-33.0153,27.9116,52.74,82,0,3.44,clear sky
72,Pizarro,CO,4.9533,-77.366,80.78,78,91,8.05,light rain
73,Nizhnyaya Omka,RU,55.4338,74.9426,47.32,90,47,7.11,scattered clouds
74,Vaini,TO,-21.2,-175.2,69.96,94,20,8.05,few clouds
75,Bethel,US,41.3712,-73.414,86.54,59,20,8.05,few clouds
76,Auriflama,BR,-20.6856,-50.5547,77.18,40,79,7.25,broken clouds
77,Hithadhoo,MV,-0.6,73.0833,82.63,76,73,11.45,broken clouds
78,Port Victoria,KE,0.0939,33.9756,72.7,69,56,2.21,broken clouds
79,Benguela,AO,-12.5763,13.4055,70.2,83,9,4.0,clear sky
80,Manhush,UA,47.0558,37.3107,82.08,40,26,20.56,scattered clouds
81,Tiksi,RU,71.6872,128.8694,40.6,91,96,12.21,overcast clouds
82,Pacific Grove,US,36.6177,-121.9166,67.39,89,100,5.01,overcast clouds
83,Qaanaaq,GL,77.484,-69.3632,37.47,59,100,4.03,overcast clouds
84,Bambous Virieux,MU,-20.3428,57.7575,68.25,88,20,3.44,few clouds
85,Georgetown,MY,5.4112,100.3354,79.95,88,20,3.44,few clouds
86,Namatanai,PG,-3.6667,152.4333,77.41,83,65,4.92,light rain
87,Lipin Bor,RU,60.2622,37.9763,62.49,64,81,8.72,broken clouds
88,Loding,NO,67.3,14.75,66.54,90,75,5.75,light intensity shower rain
89,Avarua,CK,-21.2078,-159.775,73.45,83,100,10.36,overcast clouds
90,Neiafu,TO,-18.65,-173.9833,61.48,94,20,0.0,few clouds
91,Longyearbyen,SJ,78.2186,15.6401,42.64,81,75,4.61,broken clouds
92,Iqaluit,CA,63.7506,-68.5145,47.93,81,100,16.11,overcast clouds
93,Denia,ES,38.8408,0.1057,93.63,64,61,5.99,broken clouds
94,Hobart,AU,-42.8794,147.3294,56.26,65,100,18.41,overcast clouds
95,Yellowknife,CA,62.456,-114.3525,59.56,67,75,0.0,broken clouds
96,Port Augusta,AU,-32.5,137.7667,51.84,67,5,7.31,clear sky
97,Saint George,US,37.1041,-113.5841,86.43,43,0,3.0,clear sky
98,Mapiri,BO,-15.25,-68.1667,84.02,29,7,3.0,clear sky
99,Thompson,CA,55.7435,-97.8558,69.96,68,75,16.11,broken clouds
100,Fomboni,KM,-12.28,43.7425,75.92,78,6,10.29,clear sky
101,Hambantota,LK,6.1241,81.1185,78.8,82,62,17.9,broken clouds
102,Chokurdakh,RU,70.6333,147.9167,53.35,86,90,4.52,overcast clouds
103,North Versailles,US,40.3798,-79.8095,78.94,77,87,5.99,overcast clouds
104,Crossville,US,35.949,-85.0269,77.92,86,40,3.0,scattered clouds
105,Maniitsoq,GL,65.4167,-52.9,41.7,76,94,2.84,overcast clouds
106,Broken Hill,AU,-31.95,141.4333,52.3,57,62,10.2,broken clouds
107,Japaratuba,BR,-10.5933,-36.9403,78.08,73,55,13.13,broken clouds
108,Bac Lieu,VN,9.285,105.7244,79.2,86,98,8.32,overcast clouds
109,Zhengjiatun,CN,43.5064,123.5064,65.68,95,100,18.95,light rain
110,Grindavik,IS,63.8424,-22.4338,55.35,66,0,14.97,clear sky
111,Honningsvag,NO,70.9821,25.9704,64.15,82,75,12.66,broken clouds
112,Athni,IN,16.7333,75.0667,72.01,87,100,13.42,overcast clouds
113,Pampas,PE,-12.4,-74.9,61.84,37,33,7.76,scattered clouds
114,Saskylakh,RU,71.9167,114.0833,35.29,91,100,5.75,overcast clouds
115,San Jose,US,37.3394,-121.895,80.69,60,0,9.22,clear sky
116,Barras,BR,-4.2444,-42.2944,97.9,17,69,6.78,broken clouds
117,Gazanjyk,TM,39.2446,55.5154,79.0,12,0,16.42,clear sky
118,Khatanga,RU,71.9667,102.5,47.41,61,100,7.09,overcast clouds
119,Lebu,CL,-37.6167,-73.65,55.18,77,1,14.7,clear sky
120,Luderitz,NA,-26.6481,15.1594,60.62,61,2,10.54,clear sky
121,Kavaratti,IN,10.5669,72.642,81.32,79,94,14.05,overcast clouds
122,Sitka,US,57.0531,-135.33,55.29,100,100,0.0,mist
123,Bucine,IT,43.4764,11.6148,79.99,85,89,3.29,overcast clouds
124,Rosario,AR,-32.9468,-60.6393,67.82,30,0,4.61,clear sky
125,Alofi,NU,-19.0595,-169.9187,60.69,94,4,1.14,clear sky
126,Dingzhou,CN,38.5131,114.9956,78.91,99,100,6.85,light rain
127,Port Elizabeth,ZA,-33.918,25.5701,55.31,84,0,10.36,clear sky
128,Anloga,GH,5.7947,0.8973,75.87,83,17,11.05,few clouds
129,Severinia,BR,-20.8094,-48.8028,82.8,30,18,4.5,few clouds
130,Canandaigua,US,42.8742,-77.288,85.19,71,97,1.99,overcast clouds
131,Hortobagy,HU,47.5828,21.1511,75.4,87,100,4.83,overcast clouds
132,Kenai,US,60.5544,-151.2583,57.09,93,100,10.36,overcast clouds
133,Deputatskiy,RU,69.3,139.9,43.74,89,100,0.56,overcast clouds
134,Udachnyy,RU,66.4167,112.4,37.45,86,99,4.45,overcast clouds
135,Clyde River,CA,70.4692,-68.5914,46.63,81,100,8.05,overcast clouds
136,Nikolskoye,RU,59.7035,30.7861,68.79,67,52,5.66,broken clouds
137,Yulara,AU,-25.2406,130.9889,52.93,41,1,4.56,clear sky
138,Lompoc,US,34.6391,-120.4579,76.69,93,100,6.91,overcast clouds
139,La Tuque,CA,47.4334,-72.7824,75.45,64,100,3.44,overcast clouds
140,Provideniya,RU,64.3833,-173.3,47.73,70,1,2.71,clear sky
141,Khandyga,RU,62.6667,135.6,48.69,95,100,4.63,overcast clouds
142,Mount Pleasant,US,32.7941,-79.8626,89.06,74,0,8.05,clear sky
143,Kalamare,BW,-22.9337,26.5703,56.62,53,0,14.45,clear sky
144,Nuevo Progreso,MX,23.1667,-97.95,90.46,75,95,8.86,overcast clouds
145,Tobetsu,JP,43.2169,141.5169,60.49,75,0,3.78,clear sky
146,Los Llanos De Aridane,ES,28.6585,-17.9182,79.12,73,0,14.97,clear sky
147,Sangar,RU,63.9242,127.4739,43.09,92,65,12.97,broken clouds
148,Cherskiy,RU,68.75,161.3,56.16,69,96,10.49,overcast clouds
149,Manzil Salim,TN,35.8567,8.4765,80.76,27,0,13.47,clear sky
150,Nuuk,GL,64.1835,-51.7216,45.88,81,94,4.0,overcast clouds
151,Geraldton,AU,-28.7667,114.6,50.41,93,0,11.5,clear sky
152,Colac,AU,-38.3333,143.5833,48.83,67,100,14.34,overcast clouds
153,Kodiak,US,57.79,-152.4072,53.11,100,100,14.97,mist
154,Saldanha,ZA,-33.0117,17.9442,53.65,79,0,11.36,clear sky
155,Narsaq,GL,60.9167,-46.05,53.82,46,0,0.43,clear sky
156,Tyrma,RU,50.0833,132.1667,47.61,97,38,1.63,scattered clouds
157,Camacha,PT,33.0833,-16.3333,72.82,73,20,6.91,few clouds
158,Moyo,UG,3.6609,31.7247,69.89,78,100,3.36,overcast clouds
159,Kapaa,US,22.0752,-159.319,76.1,87,40,11.5,scattered clouds
160,Nidzica,PL,53.3605,20.4275,74.79,88,100,10.92,overcast clouds
161,Ancud,CL,-41.8697,-73.8203,60.22,68,50,4.34,scattered clouds
162,Igrim,RU,63.1906,64.4162,65.21,71,40,4.74,scattered clouds
163,Salamanca,ES,40.8333,-6.0,89.38,20,30,12.68,scattered clouds
164,Chapais,CA,49.7834,-74.8492,64.18,91,100,7.2,overcast clouds
165,Iranshahr,IR,27.2025,60.6848,98.94,8,0,13.8,clear sky
166,Havre-Saint-Pierre,CA,50.2334,-63.5986,73.76,73,0,5.75,clear sky
167,Lesosibirsk,RU,58.2358,92.4828,48.33,99,100,5.14,overcast clouds
168,Codrington,AU,-38.2667,141.9667,51.28,86,100,16.42,overcast clouds
169,Tuatapere,NZ,-46.1333,167.6833,44.33,89,100,2.84,overcast clouds
170,Nioro,GM,13.35,-15.75,79.41,84,100,6.31,moderate rain
171,Cortes,ES,41.9395,-1.4396,89.65,37,94,23.17,overcast clouds
172,Hosbach,DE,50.0,9.2,80.35,39,32,1.79,scattered clouds
173,Broome,US,42.2506,-75.833,79.68,64,75,13.8,broken clouds
174,Qiyang,CN,26.5911,111.8474,81.82,69,65,6.53,broken clouds
175,Panama City,PA,8.9936,-79.5197,77.29,93,40,6.91,scattered clouds
176,Shenjiamen,CN,29.9576,122.298,79.77,95,63,7.7,broken clouds
177,Aykhal,RU,66.0,111.5,38.86,97,100,5.35,overcast clouds
178,Kefalos,GR,36.7453,26.9589,77.22,83,0,10.36,clear sky
179,Bengkulu,ID,-3.8004,102.2655,74.46,85,100,4.5,light rain
180,Thames,NZ,-37.1333,175.5333,51.49,93,79,3.24,broken clouds
181,Okha,RU,53.5739,142.9478,53.65,92,100,17.36,overcast clouds
182,Nokaneng,BW,-19.6667,22.2667,62.94,10,0,8.1,clear sky
183,Puerto Escondido,MX,15.85,-97.0667,88.43,61,88,8.55,overcast clouds
184,Arlit,NE,18.7369,7.3853,99.81,20,0,6.04,clear sky
185,Sochi,RU,43.6,39.7303,77.09,72,49,4.83,scattered clouds
186,Mount Isa,AU,-20.7333,139.5,49.77,43,0,0.0,clear sky
187,Quime,BO,-16.9833,-67.2167,59.81,34,1,9.44,clear sky
188,Haverfordwest,GB,51.8017,-4.9691,68.05,74,61,4.09,broken clouds
189,Paamiut,GL,61.994,-49.6678,41.67,88,23,17.09,few clouds
190,Zonguldak,TR,41.25,31.8333,66.11,93,1,1.03,clear sky
191,San Policarpo,PH,12.1791,125.5072,77.22,90,100,7.47,light rain
192,Vigrestad,NO,58.5667,5.7,60.48,76,12,14.81,few clouds
193,Loiza,PR,18.4313,-65.8802,89.85,82,40,16.11,scattered clouds
194,Carutapera,BR,-1.195,-46.02,90.19,42,71,8.66,broken clouds
195,Sucua,EC,-2.4667,-78.1667,66.94,72,75,5.75,broken clouds
196,Arman,RU,59.7,150.1667,57.02,92,100,8.61,light rain
197,Chuy,UY,-33.6971,-53.4616,58.24,56,100,2.1,overcast clouds
198,Nizhniy Odes,RU,63.6445,54.856,64.02,52,91,3.58,overcast clouds
199,Awjilah,LY,29.1081,21.2869,88.07,41,0,17.63,clear sky
200,Fereydunshahr,IR,32.941,50.121,67.03,28,98,1.21,overcast clouds
201,Kifri,IQ,34.6959,44.9661,98.78,10,0,10.0,clear sky
202,Lang Son,VN,21.8333,106.7333,74.23,97,32,2.15,scattered clouds
203,Alice Springs,AU,-23.7,133.8833,42.35,61,0,4.61,clear sky
204,Nemuro,JP,43.3236,145.575,63.25,95,0,6.4,clear sky
205,Marienburg,PL,54.0359,19.0266,66.11,87,100,10.36,light rain
206,Tiznit,MA,29.5833,-9.5,98.29,17,37,6.6,scattered clouds
207,Ciudad Bolivar,VE,8.1222,-63.5497,75.52,89,100,10.58,overcast clouds
208,Portland,US,45.5234,-122.6762,79.61,67,40,3.44,scattered clouds
209,Lagoa,PT,39.05,-27.9833,72.86,78,51,8.68,broken clouds
210,Sorland,NO,67.667,12.6934,55.26,98,100,5.17,overcast clouds
211,Riyadh,SA,24.6877,46.7219,104.14,10,47,11.86,scattered clouds
212,Mahebourg,MU,-20.4081,57.7,68.29,88,20,3.44,few clouds
213,Axim,GH,4.8699,-2.2405,76.87,76,25,7.29,scattered clouds
214,Yamada,JP,39.4667,141.95,67.53,92,8,3.78,clear sky
215,Shache,CN,38.4167,77.2406,79.84,33,95,9.37,overcast clouds
216,Mehamn,NO,71.0357,27.8492,67.95,77,40,11.5,scattered clouds
217,Turayf,SA,31.6725,38.6637,89.85,25,0,11.5,clear sky
218,Umea,SE,63.8284,20.2597,58.93,94,75,9.22,light rain
219,Zhigansk,RU,66.7697,123.3711,39.63,92,100,6.17,overcast clouds
220,San Lazaro,BZ,18.0387,-88.6622,87.26,70,26,6.08,scattered clouds
221,Abu Zabad,SD,12.35,29.25,79.05,71,92,7.29,overcast clouds
222,Rodrigues Alves,BR,-7.738,-72.6509,82.6,23,3,4.23,clear sky
223,Carnarvon,AU,-24.8667,113.6333,65.73,74,0,16.44,clear sky
224,Ust-Tsilma,RU,65.441,52.1498,62.82,61,6,3.74,clear sky
225,Ishigaki,JP,24.3448,124.1572,80.73,89,20,2.3,few clouds
226,Marsh Harbour,BS,26.5412,-77.0636,84.94,70,2,12.62,clear sky
227,Bukoba,TZ,-1.3317,31.8122,73.24,67,40,3.85,scattered clouds
228,Diamantino,BR,-14.4086,-56.4461,90.43,27,5,5.91,clear sky
229,Middle Island,US,40.8843,-72.9373,83.03,72,0,11.5,clear sky
